GANESHANHY,19970108,11,11,11,11,1100
GANESHBENZ,19970108,32.4,32.5,30.15,30.5,10900
GANGOTEX,19970108,24.3,25.6,24.3,25.6,1200
GARDENSILK,19970108,16.75,17,16.25,16.45,61450
GARWALLROP,19970108,30.25,31.9,30.05,31.7,4150
GARWARPOLY,19970108,92,93,90.1,92,1050
GARWARSHIP,19970108,9.6,9.7,9.3,9.4,1650
GECALSTHOM,19970108,91,91,90.05,90.5,1200
GEMSPIN,19970108,4.55,4.8,4.55,4.8,600
GEORGWILIM,19970108,81,88,81,83,550
GERMANREM,19970108,174,176.7,171,171.4,1000
GESHIPPING,19970108,36,36.2,35.5,35.6,63700
GESTETNER,19970108,68,68.9,65.1,65.1,1250
GICBAL,19970108,9,9.05,9,9,6800
GKW,19970108,26.25,26.75,26,26.75,700
GLOBABOARD,19970108,4,5.2,4,4.4,8500
GLOBALTELE,19970108,76.5,76.55,76,76.05,4000
GLOBLTRUST,19970108,40.9,41.25,40.35,40.45,28700
GMRVASAVI,19970108,13.5,14,13.25,13.6,16000
GODAVRFERT,19970108,10.55,10.8,10.55,10.6,4900
GODREJFOOD,19970108,29.5,29.5,29.5,29.5,100
GODREJSOP,19970108,38.85,38.85,38.1,38.8,2900
GOETZEIND,19970108,60.5,62,60.5,60.95,950
